,Unnamed: 0.1,Unnamed: 0,Sukupuoli,Minkä ikäisenä opit neulomaan?,Kuka sinut opetti neulomaan?,Mitä seuraavista vaihtoehdoista neulot?,Missä neulot?,Neulotko yksin vai yhdessä?,Kuinka monta tuntia arviolta neulot viikossa?,Mitä neulominen sinulle merkitsee?,Paljonko käytät lankoihin keskimäärin rahaa kuukaudessa?,Minkä valmistajien lankoja ostat?,Valitse kolme tärkeintä ominaisuutta lankaa valitessa,Kenelle neulot?,Minkä vahvuisia lankoja käytät?,Mistä hankit neuleohjeesi?,Mitä seuraavista neulot mieluiten?,Mitä värejä käytät neuleissasi mieluiten?,Käytätkö ennemmin murrettuja vai kirkkaita sävyjä?,Mitä materiaaleja suosit neulelangoissa?,Mitä materiaaleja suosit neulepuikoissa?,Teetkö muita käsitöitä?,Teetkö neulonnan ohessa yleensä jotain seuraavista?,"Millaista ""neulesomea"" kulutat netissä?",xMinkä vahvuisia lankoja käytät?
563,563,563,Nainen,4,Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Housuja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Neuletapahtumissa;Rannalla;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Neulekurssilla;Käsityöyhdistyksen tiloissa;Luennolla/Palaverissa,Yksin,20-29 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Sosiaalista kanssakäymistä, yhdessä oloa;Elinkeinoa/lisätuloa;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",30 - 39 €,Adlibris;Alize;DROPS;Freija yarn;Gjestal;Istex;Katia;Kaupunkilanka;Kotikulta;Lankava;Novita;Opal;Pirtin Kehräämö;Sandnes Garn;Viking Garn,Hinta;Kotimaisuusaste;Materiaali,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen;Myyntiin,Lace (605–1000 m / 100 g);Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Lilaa/violettia","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Alpakka,Metalli;Hiilikuitu,Virkkaus;Kirjonta/ristipistot;Kudonta;Ompelu;Askartelu;Tuftaus,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest,Lace (600–1000 m / 100 g);Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
564,564,564,Nainen,10,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Hameita/mekkoja,Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Neuletapahtumissa;Puistossa;Rannalla;Autossa;Nuotiopaikoilla/laavulla/taukopaikalla;Odotustilassa (esim. terveyskeskus/virasto);Neulekurssilla;Kirjastossa;Luennolla/Palaverissa;Kaikkialla,Yksin;Ystävien kesken;Neulekerhossa tai -kahvilassa,10-19 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Sosiaalista kanssakäymistä, yhdessä oloa;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",80 - 89 €,DROPS;Freija yarn;Holst Garn;Idän kehräämö;Istex;Jalovilla;Katia;Louhittaren Luola;Nurja;Pirtin Kehräämö;Rva Silmusolmu;Tukuwool;Vuonue;Wool me once,Kotimaisuusaste;Käsinvärjätty;Materiaali,Itselle;Perheelle;Sukulaisille;Ystäville,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Ystäviltä tai sukulaisilta;Omasta päästä,Kirjoneuletta,Vihreää;Keltaista;Oranssia,"Murrettuja, luonnonläheisiä sävyjä",100% villa;Merinovilla;Alpakka;Silkki;Pellava,Metalli,Virkkaus;Ompelu,Kuuntelen radiota/musiikkia;Luen;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Neulepodcastit;Instagram;Facebook-sivut;Facebook-ryhmät;Ravelry;Youtube;Neulontaan liittyvät sarjat esim Areenassa,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
565,565,565,Nainen,7,Isoäiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Elokuvateatterissa (neulenäytös);Kahvilassa;Julkisessa liikenteessä;Neuletapahtumissa;Puistossa;Rannalla;Autossa;Nuotiopaikoilla/laavulla/taukopaikalla;Odotustilassa (esim. terveyskeskus/virasto);Luennolla/Palaverissa,Yksin;Perheen seurassa;Neulekerhossa tai -kahvilassa,10-19 tuntia,"Rentoutumista;Luovuutta;Sosiaalista kanssakäymistä, yhdessä oloa;Tarpeeseen tekemistä",50 - 59 €,Adelia Fibres;DROPS;Freija yarn;Handu;Holst Garn;Jalovilla;Katia;Louhittaren Luola;Novita;Nurja;Opal;Regia;Rva Silmusolmu;Sandnes Garn;Tukuwool;Viking Garn;Vuonue;Wool me once,Käsinvärjätty;Materiaali;Vastuullisuus,Itselle;Perheelle;Hyväntekeväisyyteen,Lace (605–1000 m / 100 g);Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Raitoja;Yksiväristä ilman pintakuvioita,Vihreää;Lilaa/violettia,"Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Mohair;Silkki;Pellava,Koivu;Metalli,Virkkaus,Katson televisiota;Seurustelen ihmisten kanssa,Neulepodcastit;Instagram;Facebook-sivut;Facebook-ryhmät;Ravelry;Youtube,Lace (600–1000 m / 100 g);Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g)
566,566,566,Nainen,7,Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Neuletapahtumissa;Rannalla;Autossa;Neulekurssilla;Käsityöyhdistyksen tiloissa;Luennolla/Palaverissa,Yksin;Neulekerhossa tai -kahvilassa,2-5 tuntia,"Rentoutumista;Luovuutta;Sosiaalista kanssakäymistä, yhdessä oloa;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",10 - 19 €,Alize;DROPS;Katia;Kaupunkilanka;Kotikulta;Lankava;Novita,Hinta;Materiaali;Väri,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Lace (605–1000 m / 100 g);Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Lehdistä;Netistä;Ystäviltä tai sukulaisilta,Kirjoneuletta;Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Punaista;Oranssia;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Merinovilla;Alpakka;Bambu,Alumiini,Virkkaus;Kirjonta/ristipistot;Kudonta;Ompelu;Pitsinnypläys;Macrame;Tuftaus,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Facebook-sivut;Facebook-ryhmät;Pinterest,Lace (600–1000 m / 100 g);Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
567,567,567,Nainen,12,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Autossa,Yksin,10-19 tuntia,Itseilmaisua;Luovuutta;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä,10 - 19 €,Alize;DROPS;Lankava;Novita;Vuonue,Hinta;Materiaali;Väri,Itselle;Perheelle,Lace (605–1000 m / 100 g);Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Pitsineuletta;Palmikkoneuletta;Toistuvaa pintakuviota;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Punaista;Oranssia","Murrettuja, luonnonläheisiä sävyjä",100% villa;Puuvilla;Merinovilla;Alpakka;Mohair;Silkki;Bambu;Pellava;Viskoosi/lyocell,Koivu;Metalli,Virkkaus;Kudonta;Ompelu;Puutyöt;Metallityöt;Lasityöt;Askartelu;Huovutus,Kuuntelen äänikirjaa;Katson televisiota,Facebook-sivut;Facebook-ryhmät;Pinterest;Ravelry;Youtube;Neulontaan liittyvät sarjat esim Areenassa,Lace (600–1000 m / 100 g);Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
568,568,568,Nainen,10,Opettaja (koulussa tai kurssilla);Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä,Kotona/vapaa-ajan asunnolla;Autossa,Yksin;Ystävien kesken,10-19 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",20 - 29 €,Adlibris;DROPS;House;Kaupunkilanka;Kotikulta;MyHome;Novita,Hinta;Materiaali;Villan alkuperä,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta;Palmikkoneuletta,"Mustaa, valkoista ja harmaata;Sinistä;Pinkkiä;Lilaa/violettia","Murrettuja, luonnonläheisiä sävyjä",Villasekoite,Alumiini,Askartelu,"Katson televisiota;yt, tiktok, netflix, twitch-striimit",Instagram;Facebook-ryhmät;Ravelry;Neuleblogit;TikTok,Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
569,569,569,Nainen,6,Äiti,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Elokuvateatterissa (neulenäytös);Kahvilassa;Neuletapahtumissa;Rannalla;Odotustilassa (esim. terveyskeskus/virasto);Neulekurssilla;Kirjastossa;Käsityöyhdistyksen tiloissa,Yksin;Ystävien kesken;Neulekerhossa tai -kahvilassa,10-19 tuntia,"Rentoutumista;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Sosiaalista kanssakäymistä, yhdessä oloa;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",30 - 39 €,Alize;Austermann;DROPS;House;Kaupunkilanka;Kotikulta;Lankava;Novita;Pirtin Kehräämö;Regia,Konepestävyys;Materiaali;Vastuullisuus,Itselle;Sukulaisille;Hyväntekeväisyyteen,Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);Chunky (80–160 m / 100 g),Kirjoista;Lehdistä;Netistä;Ystäviltä tai sukulaisilta;Omasta päästä,Kirjoneuletta;Raitoja;Palmikkoneuletta;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Sinistä;Keltaista;Oranssia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Alpakka;Mohair;Silkki;Bambu;Pellava,Koivu;Hiilikuitu,Ompelu;Askartelu;Tuftaus,Kuuntelen radiota/musiikkia;Katson televisiota;Seurustelen ihmisten kanssa,Facebook-sivut;Facebook-ryhmät;Ravelry;Neuleblogit;Youtube,Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);Chunky (80–160 m / 100 g)
570,570,570,Nainen,4,Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Housuja;Hameita/mekkoja,Kotona/vapaa-ajan asunnolla;Autossa;Odotustilassa (esim. terveyskeskus/virasto);Luennolla/Palaverissa,Yksin;Ystävien kesken,10-19 tuntia,"Rentoutumista;Muistin ja toimintakyvyn ylläpitoa;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",30 - 39 €,Adlibris;Austermann;DROPS;Gjestal;Handu;House;Istex;Kaupunkilanka;Kotikulta;Lankava;MyHome;Novita;Opal;Pirtin Kehräämö;Regia;Rva Silmusolmu;Viking Garn;Vuonue,Hinta;Materiaali;Vahvuus,Itselle;Perheelle;Sukulaisille;Ystäville;Hyväntekeväisyyteen,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Pitsineuletta;Palmikkoneuletta,"Mustaa, valkoista ja harmaata;Vihreää;Keltaista;Oranssia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Alpakka;Bambu,Koivu;Metalli;Alumiini,Virkkaus,Katson televisiota,Instagram;Facebook-sivut;Facebook-ryhmät,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
571,571,571,Nainen,6,Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla,Yksin,2-5 tuntia,Rentoutumista;Luovuutta,10 - 19 €,Alize;Austermann;DROPS;Istex;Kotikulta;Lankava;Regia;Rva Silmusolmu,Kotimaisuusaste;Materiaali;Villan alkuperä,Itselle;Sukulaisille,Sport (275–360 m / 100 g);DK (220–270 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Lilaa/violettia","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Mohair,Alumiini,Ompelu;Keramiikka;Langanvärjäys,Katson televisiota,Instagram;Facebook-sivut;Facebook-ryhmät;Youtube;Neulontaan liittyvät sarjat esim Areenassa,Sport (270–360 m / 100 g);DK (220–270 m / 100 g)
572,572,572,Nainen,6,Äiti,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Housuja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Odotustilassa (esim. terveyskeskus/virasto);Luennolla/Palaverissa,Yksin;Perheen seurassa,2-5 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Tarpeeseen tekemistä,10 - 19 €,DROPS;Gjestal;Jalovilla;Kaupunkilanka;Novita;Sandnes Garn;Viking Garn;Vuonue,Hinta;Materiaali;Vahvuus,Itselle;Perheelle;Sukulaisille;Ystäville,Lace (605–1000 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta,"Vihreää;Keltaista;Oranssia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla;Mohair;Silkki,Koivu,Virkkaus;Ompelu;Puutyöt;Macrame;Askartelu;Huovutus,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa,Instagram,Lace (600–1000 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Aran (160–200 m / 100 g)
573,573,573,Nainen,7,Opettaja (koulussa tai kurssilla);Äiti;Isä,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Autossa,Yksin;Perheen seurassa;Ystävien kesken,6-9 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Tarpeeseen tekemistä,30 - 39 €,Alize;Austermann;DROPS;Gjestal;House;Istex;Katia;Kaupunkilanka;Kotikulta;Lankava;MyHome;Novita;Opal;Regia;Viking Garn,Hinta;Materiaali;Vahvuus,Itselle;Perheelle,Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Omasta päästä,Kirjoneuletta,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää;Keltaista;Punaista;Oranssia;Pinkkiä;Lilaa/violettia;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Merinovilla,Koivu,Virkkaus;Kirjonta/ristipistot;Kudonta;Ompelu;Puutyöt;Metallityöt;Keramiikka;Nahkatyöt;Macrame;Askartelu;Huovutus;Tuftaus;Langanvärjäys;Ksikkea mahdollista kokeillen,Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa;Keskityn vain neulomiseen,Instagram;Facebook-ryhmät;Pinterest;Ravelry,Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
574,574,574,Nainen,10,Opettaja (koulussa tai kurssilla);Äiti;Opettelin itse,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja,Kotona/vapaa-ajan asunnolla;Autossa,Yksin,Tunnin tai vähemmän,Rentoutumista;Luovuutta;Tarpeeseen tekemistä,Alle 10 €,Alize;DROPS;House;Novita,Hinta;Materiaali;Väri,Itselle;Perheelle;Sukulaisille;Ystäville,DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g);Chunky (80–160 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Yksiväristä ilman pintakuvioita,"Mustaa, valkoista ja harmaata;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",Villasekoite;Puuvilla;Merinovilla;Alpakka,Koivu;Bambu,Virkkaus;Puutyöt;Macrame;Askartelu,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota;Seurustelen ihmisten kanssa;Keskityn vain neulomiseen,Instagram;Pinterest,DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g);Chunky (80–160 m / 100 g)
575,575,575,Nainen,12,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Neuletakkeja,Kotona/vapaa-ajan asunnolla;Autossa,Yksin;Perheen seurassa,6-9 tuntia,Rentoutumista;Itseilmaisua;Luovuutta;Muistin ja toimintakyvyn ylläpitoa;Tarpeeseen tekemistä,30 - 39 €,Adlibris;DROPS;House;Istex;Katia;Kaupunkilanka;Kotikulta;Lankava;MyHome;Novita;Opal;Pirtin Kehräämö,Materiaali;Vahvuus;Väri,Itselle;Perheelle;Sukulaisille;Ystäville,Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta;Palmikkoneuletta,"Mustaa, valkoista ja harmaata;Vihreää;Keltaista;Oranssia;Pinkkiä;Lilaa/violettia",Kirkkaita ja neonvärejä,100% villa;Villasekoite;Puuvilla;Merinovilla;Alpakka,Koivu;Metalli,Virkkaus,Kuuntelen radiota/musiikkia;Kuuntelen äänikirjaa;Katson televisiota,Instagram;Facebook-sivut;Facebook-ryhmät;Pinterest;Ravelry;Youtube,Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
576,576,576,Muu,13,Äiti;Opettelin itse,Sukkia/tossuja;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neuletakkeja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Julkisessa liikenteessä;Neuletapahtumissa;Luennolla/Palaverissa,Yksin;Ystävien kesken,10-19 tuntia,"Rentoutumista;Itseilmaisua;Sosiaalista kanssakäymistä, yhdessä oloa;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",30 - 39 €,"Adelia Fibres;Alize;Austermann;Freija yarn;House;Katia;Lucky Omen Yarns;MyHome;Novita;Nurja;Opal;Regia;Rva Silmusolmu;Sandnes Garn;Viking Garn;Filcolana, CeWeC, Hjertegarn, Lanitium ex Machina, Markus Company, Retrosaria, Wollmeise, Rowan",Materiaali;Vastuullisuus;Väri,Itselle;Perheelle;Sukulaisille;Hyväntekeväisyyteen,Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Netistä;Omasta päästä,Pitsineuletta;Toistuvaa pintakuviota,"Mustaa, valkoista ja harmaata;Sinistä;Vihreää","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Puuvilla;Merinovilla;Merinovillasekoite,"Koivu;Metalli;Knitpro, Symfonie ja Nova Metal. PS. alumiini on metalli! ",Virkkaus;Kirjonta/ristipistot;Kudonta;Ompelu;Puutyöt;Macrame;Askartelu,Kuuntelen radiota/musiikkia;Katson televisiota;Höpötän Discordissa kavereiden tai muiden neulojien kanssa,Facebook-ryhmät;Ravelry;Discord,Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
577,577,577,Nainen,12,Opettaja (koulussa tai kurssilla),Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Neulepaitoja;Hameita/mekkoja,Kotona/vapaa-ajan asunnolla;Autossa,Yksin,2-5 tuntia,Rentoutumista;Itseilmaisua,10 - 19 €,Alize;Kaupunkilanka;Novita;Pirtin Kehräämö,Materiaali;Villan alkuperä;Väri,Itselle;Perheelle,DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä,Kirjoneuletta,"Mustaa, valkoista ja harmaata;Vihreää;Beigeä, ruskeaa","Murrettuja, luonnonläheisiä sävyjä",100% villa;Villasekoite;Alpakka;Mohair,Metalli;Bambu,Virkkaus,Kuuntelen radiota/musiikkia;Katson televisiota,Instagram;Facebook-sivut;Facebook-ryhmät;Neuleblogit,DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
578,578,578,Nainen,30,Opettelin itse,Sukkia/tossuja;Säärystimiä;Lapasia/sormikkaita;Pipoja/päähineitä;Huiveja/ponchoja;Neulepaitoja;Neuletakkeja;Hameita/mekkoja;Sisustustekstiilejä (kuten tyynyjä tai vilttejä),Kotona/vapaa-ajan asunnolla;Kahvilassa;Julkisessa liikenteessä;Puistossa;Autossa;Nuotiopaikoilla/laavulla/taukopaikalla;Odotustilassa (esim. terveyskeskus/virasto);Luennolla/Palaverissa,Yksin,2-5 tuntia,"Rentoutumista;Itseilmaisua;Luovuutta;Eettisiä/ekologisia vaatteita;Tarpeeseen tekemistä;Hyväntekeväisyyttä, toisten auttamista",Alle 10 €,DROPS;Gjestal;House;Kaupunkilanka;Kotikulta;MyHome;Viking Garn,Hinta;Materiaali;Väri,Itselle;Perheelle;Ystäville,Lace (605–1000 m / 100 g);Light fingering (455–600 m / 100 g);Fingering (365–450 m / 100 g);Sport (275–360 m / 100 g);DK (220–270 m / 100 g);Worsted (205–240 m / 100 g);Aran (165–200 m / 100 g),Kirjoista;Lehdistä;Netistä;Ystäviltä tai sukulaisilta;Omasta päästä,Pitsineuletta,"Mustaa, valkoista ja harmaata;Punaista;Lilaa/violettia","Murrettuja, luonnonläheisiä sävyjä",100% villa;Puuvilla;Merinovilla;Alpakka;Mohair;Bambu;Pellava,Metalli;Bambu,Virkkaus;Kirjonta/ristipistot;Ompelu,Kuuntelen radiota/musiikkia;Katson televisiota;Keskityn vain neulomiseen,Pinterest;Ravelry,Lace (600–1000 m / 100 g);Light fingering (450–600 m / 100 g);Fingering (360–450 m / 100 g);Sport (270–360 m / 100 g);DK (220–270 m / 100 g);Worsted (200–240 m / 100 g);Aran (160–200 m / 100 g)
